year,month,ndvi,temp_min,temp_max,humidity_min,humidity_max,crop_type,cloud_condition,crop_yield,lat,lon,rainfall_mm,soil_moisture
2022,10,0.19418087987135155,20.359187794207855,30.817724146671836,37.37209885604096,63.3749370411807,Maize,Overcast,2.937794532334678,11.201487560556163,69.20450889634756,209.20346678701114,0.16119308493006979
2018,3,0.25390411017978576,6.696395442594387,21.087352538089775,46.44595062325652,79.17836438607891,Millet,Cloudy,2.2348238366282516,22.73078976887999,91.8803151630199,288.65250006402187,0.49612246933907567
2021,3,-0.09629022624998132,28.8053953690028,35.09695933726838,25.083445619595878,46.168222525232835,Maize,Cloudy,1.1939752464869815,28.930210789021885,91.6212412716763,446.85896476136685,0.1237215734791108
2021,6,0.7450776272778745,18.202048197734655,23.934021182984438,37.29118323404866,61.548333393263704,Cotton,Partly Cloudy,3.1305315044002975,19.735877394832933,69.4919637832411,230.41546643701093,0.12356892893988657
2021,12,0.054840703401576624,25.031835496498047,31.573007190271245,36.66496859927918,58.70845530686987,Maize,Clear,4.645679729923207,10.947697457921027,86.34445081025936,89.765701596771,0.42929485438319526
2019,7,0.10414427551372604,6.257276578684727,13.70717867773423,41.70404080480962,57.98035553846745,Rice,Overcast,5.552232850268529,12.288288121483316,82.69675242365224,212.53245670670802,0.4106368966101709
2021,5,0.15526451709202557,15.522753393427276,26.452216587791966,40.8765472087398,60.53321608373633,Cotton,Partly Cloudy,3.645266630776133,19.056541982154243,72.96722046777265,190.8133145843311,0.19917471561576577
2020,3,0.7846220568448427,11.424386478817539,22.548638969784882,34.709067402713984,46.359519731011005,Wheat,Clear,2.42998045677453,21.818788586177536,72.34008392706323,365.4315323494272,0.198738368202875
2022,3,0.10645141124631471,11.67439746721475,19.000416241785594,50.50934515250185,70.27517417018018,Sugarcane,Clear,4.985142232366069,16.633768469407514,90.61782943746043,420.3668132856355,0.2890620320104599
2018,2,0.69752636086794,24.786343249023236,34.67859824213261,22.68916159964855,44.40665438764242,Millet,Partly Cloudy,6.26656414113487,29.16290840680518,84.60501290347769,5.666131154303367,0.4774410156720801
2018,1,0.7080493403229046,20.596668131721337,30.417286659398684,21.421538901373843,34.22306183083856,Wheat,Clear,5.864661814453474,28.279627816835553,96.75272469630858,247.4075670456894,0.35035461011899527
2022,10,0.8270205687863958,15.993632796071202,25.524740458923453,36.81037358393502,53.42402747529792,Pulses,Overcast,6.998891898768292,33.38914241382042,96.73074748568406,133.63351963965425,0.43301186296898
2020,1,0.015561313600313958,5.264643489659836,18.30009643878642,55.86777000683257,73.3540224301178,Sugarcane,Cloudy,2.847069172358888,7.339623921781856,97.03550955882979,82.21634483889295,0.44684136865750723
2019,3,0.11727897233783133,29.123198573638245,38.84012927239456,31.102774021186764,47.92688026744743,Pulses,Partly Cloudy,4.521068825540567,32.475047445095896,71.46950391219865,332.8528337856873,0.15377975705333397
2018,9,0.6428982920807214,29.050581333893096,41.634236293454755,26.892372987906125,47.3990240336246,Sugarcane,Overcast,4.419061826211727,17.88449486540238,95.4439920061959,417.7728205859717,0.3315234124688724
2019,4,0.09600075428073904,10.438805257000961,17.103616575048942,57.128335773175046,71.47461892527426,Pulses,Clear,3.251078080149422,31.972802366019828,75.15366106385146,272.20287699466417,0.494776310852415
2019,11,0.18632954687344902,6.033659307913917,16.3533327486456,26.72893018330281,58.67397088863629,Wheat,Clear,5.804946906354401,26.532758508539356,81.40270859793941,96.89707853054819,0.13825810657992232
2018,1,0.06674158011136264,18.254984075297557,31.496031835929514,34.99362146854102,55.27326712807362,Millet,Partly Cloudy,1.9396394337033613,35.13311395514508,90.15414175778548,375.64266350115344,0.2774185766233267
2019,11,0.07269668615504929,28.785270365410188,35.56243620457276,49.16062041345968,62.83157743411062,Millet,Partly Cloudy,6.636043929001046,28.519191099783374,73.95591226325904,260.66633447868446,0.4059413271047462
2022,12,0.3815533546282057,27.759896144123374,37.4091178311,30.436960339104072,58.24495377890756,Rice,Cloudy,1.2563342191430795,17.07179415390681,84.56461446246415,402.31906339770484,0.495830824611312
2021,9,0.009683062112958524,19.616571597234916,30.70736475759208,29.193981111747252,44.58342636526993,Wheat,Clear,3.71725894287914,21.03083201220781,73.43513988561037,482.3614132338157,0.14788644187248812
2018,9,0.2216976184636222,12.588721266342679,19.436467014715554,35.90668935726217,47.64837897759298,Rice,Partly Cloudy,5.251242418956977,17.415285500636188,71.06353112042783,209.67549586738676,0.26177572044771424
2021,2,0.326593909598879,13.249022094229899,25.81667815334393,51.49459258387301,66.3933568446153,Maize,Clear,3.970548609456359,17.082443244615906,71.40933941356576,159.50104772307327,0.40118422472310034
2018,1,-0.07545188347602241,27.44783878715069,33.237801265113866,56.439334126500256,79.03917848797451,Pulses,Clear,5.589845019753562,14.066230482050733,78.4609417693104,141.0397545246738,0.33763197577824644
2020,6,0.2883331664744526,17.294600890889424,31.75875597996661,21.25170111639095,52.056970274214024,Maize,Clear,1.2716043043920353,20.88313856583062,68.13615397748762,345.4932333260836,0.4514612266646636
2021,9,-0.005877563914483047,8.27790572417864,17.960120666359998,26.60432509487681,55.84935163801461,Wheat,Partly Cloudy,7.070123553476158,26.270458407011475,80.42697719514942,485.9387040899152,0.14085867630057847
2018,3,0.3935785311461767,11.210636899340184,19.57186776299495,58.3440515658763,68.50023094667105,Rice,Overcast,1.543599888462865,14.542867867852062,87.42776532362362,142.90947705066836,0.31700502453201046
2019,4,0.7257381885570964,11.919872536687476,18.08794260831388,43.71165166195873,77.51037123738132,Millet,Cloudy,3.014224254813266,21.70701452123938,79.74937941136668,231.1391078322093,0.34367756504130115
2021,6,0.7184221621817872,8.088667123297734,17.41463355397638,42.056410766152794,62.12704412002762,Wheat,Overcast,3.053582410992053,9.904028530946158,70.50949206520518,288.1654632309806,0.42570581583856504
2021,12,-0.019551484462599494,16.576109538032284,28.174149831940003,52.54174717135979,82.93321790002688,Millet,Clear,1.082695460200258,11.135513318771547,69.83364921419148,476.9617955232205,0.4382490235738714
2021,4,0.5012277576745202,27.901272706874774,33.84614549829861,21.591331921137794,32.57152707234578,Rice,Partly Cloudy,1.6581671636149988,7.857384286653474,76.1349079983722,123.57258299556756,0.2896660240701222
2018,9,0.7345863819712365,21.71956357480652,29.782254526484007,20.553450046918993,42.36709734808832,Rice,Clear,6.963187503924512,34.65121184034835,72.95239619840032,480.81648783756555,0.3417299623298261
2019,7,0.13797254293463532,6.811848106221403,20.172023933948516,58.69976198806367,69.28807702763676,Wheat,Cloudy,6.430703934339734,6.611950193797572,96.22902796662561,262.0130472954617,0.1031410917391452
2019,5,0.6619265114495991,5.1373704452290685,16.59918070121234,53.142827422907246,87.6331934772607,Millet,Clear,6.165954356246582,11.678819073672033,72.42348408049199,364.19348104500256,0.3756116096325569
2019,7,0.7907643464500933,11.906191686731358,18.969921805307596,49.895271262330745,65.50428667781567,Rice,Cloudy,5.82507342176605,24.27313584039278,91.55977629409615,390.67044837939847,0.10617842987147706
2018,4,0.7061241514404442,14.06732336984851,20.6764213277794,26.228030805794667,56.46446803136742,Millet,Partly Cloudy,1.521710587811554,8.859718366745854,85.14365729592848,82.30461444836756,0.3588353465854789
2020,7,0.007301031515504514,24.418741726169394,38.46359198817839,39.0641569217304,57.37614180351375,Rice,Partly Cloudy,3.090602039959069,32.07499858980813,84.65164240954061,487.3723025001067,0.30235841860456636
2022,3,-0.09094000047761511,29.175138098259165,37.04534031166901,57.4917415426339,71.55227497276333,Cotton,Overcast,1.046012943554273,27.368984577426357,82.9783609407707,488.0602889040832,0.4816238875346872
2021,7,0.09172410992184563,14.689179335588591,21.484181024574895,57.34398382495819,95.25284399635548,Cotton,Partly Cloudy,1.4236471454794242,34.52530917169891,96.42406997633307,433.0850276286033,0.1652296054732375
2021,6,0.17047734094662323,22.167250745421526,37.16689093084755,20.36988427918115,48.22062275277982,Pulses,Clear,1.2652131705309646,21.221430869982182,78.6424596714304,421.67740773632426,0.25351069117347813
2020,12,0.5161829906159595,29.87254768382408,37.96446596160314,50.0996563602463,86.81858777921309,Pulses,Cloudy,2.392538030289593,15.211706811596128,91.04653571540088,163.1322108650999,0.4429190187506442
2022,6,0.28427317524231843,23.64166459687536,29.889066474968995,20.249510657868413,39.44749270738759,Millet,Clear,1.3939848299357016,22.435516611062873,84.24235264340857,426.03323035060725,0.3056381492500386
2020,10,0.6034070306614735,20.90473872714611,30.52231502467558,59.372069106822266,94.26712911717411,Sugarcane,Cloudy,1.118186491003041,33.49374280164122,79.57228477805249,444.1639785631295,0.42584973428482376
2018,5,0.2530749605216086,6.951871354457607,16.295322456442427,36.678688079827936,74.92915808201641,Rice,Partly Cloudy,2.7144031213633673,21.602081680013953,95.9473785491941,133.26322561302,0.3029701803722089
2018,7,0.05442542465460029,13.080380029868255,27.348404788171564,58.940750319203985,80.79626512280763,Millet,Overcast,6.591977464958733,14.24900392400724,85.5007421039171,85.32810996350432,0.3729607985413651
2022,6,0.21268984348603512,27.834803961428925,34.176853436191976,34.7098723612255,71.83380389717891,Millet,Clear,1.3941770327531902,31.94456488604947,71.4783205577709,378.489374571848,0.45261703842195355
2018,12,0.784324226389135,10.025137042022642,15.93650110331571,31.727491622936856,51.78006390331015,Sugarcane,Partly Cloudy,7.8918446402249485,17.28564370686138,80.21302162915805,288.8676469466217,0.12192633072405595
2022,2,0.8585323442450649,26.089758981830204,32.019545690897004,32.651678553384194,52.389678527202925,Maize,Overcast,5.603082654857081,6.540117149970975,90.86126553468702,53.93159991757962,0.4523432058526463
2019,4,0.10751273406736847,22.408092127012637,36.450966785234996,49.2271626655436,89.09914283139648,Millet,Overcast,7.067746164175987,13.682865652277162,88.292100429747,199.75279952905217,0.1715842605282868
2022,4,0.6884683870244414,14.158109270768866,23.65180105037964,27.98691335720788,66.55922680252846,Rice,Partly Cloudy,5.624906703040388,15.728771766134809,94.80295464771979,165.99997258281329,0.4021188313197085
